
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2012-3-6,57,42,28,36,27,19,72,61,45,30.41,30.25,30.08,10,10,10,20,9,31,0.00,4,,188<br />
2012-3-7,64,54,44,45,36,30,60,50,39,30.14,30.06,29.92,10,10,10,30,14,40,0.00,2,,211<br />
2012-3-8,60,44,28,52,40,21,94,79,57,30.15,29.91,29.80,10,9,5,21,15,30,0.15,6,Rain,258<br />
2012-3-9,37,31,24,27,19,9,86,63,35,30.54,30.30,30.12,10,8,2,23,13,32,0.00,5,Snow,297<br />
2012-3-10,48,34,19,27,18,10,77,54,37,30.58,30.44,30.28,10,10,10,18,8,25,0.00,0,,193<br />
2012-3-11,64,47,30,34,29,25,79,51,24,30.34,30.27,30.20,10,10,10,13,7,20,0.00,0,,217<br />
2012-3-12,62,50,39,56,48,33,100,84,63,30.20,29.99,29.80,10,8,2,17,6,28,0.46,6,Rain,203<br />
2012-3-13,66,52,39,50,39,22,97,66,19,30.12,30.00,29.87,10,9,4,21,9,30,0.02,2,Rain,263<br />
2012-3-14,75,54,32,51,40,29,88,60,34,30.17,30.09,30.02,10,10,10,16,4,21,0.00,0,,195<br />
2012-3-15,75,60,48,63,55,46,96,80,64,30.05,30.01,29.95,10,8,1,23,7,34,0.93,3,Rain,190<br />
2012-3-16,70,59,48,61,55,46,100,88,71,30.13,30.09,30.02,10,5,0,9,4,,0.01,1,Fog,201<br />
2012-3-17,75,60,46,56,54,46,100,85,50,30.19,30.14,30.09,10,5,0,14,2,18,0.01,0,Fog,167<br />
2012-3-18,71,60,48,60,53,46,100,86,61,30.12,30.09,30.05,10,6,0,10,2,16,0.00,1,Fog,194<br />
2012-3-19,77,63,51,61,55,51,100,84,58,30.12,30.08,30.04,10,6,0,12,2,,0.01,2,Fog,133<br />
2012-3-20,81,66,51,58,54,50,97,76,42,30.17,30.12,30.07,10,8,1,12,3,,0.00,0,,147<br />
2012-3-21,84,68,53,57,53,50,93,64,36,30.20,30.15,30.09,10,10,7,10,3,,0.00,0,,134<br />
2012-3-22,86,67,50,65,54,48,93,66,34,30.15,30.10,30.05,10,9,2,9,2,,0.08,1,Rain,48<br />
2012-3-23,72,64,55,56,54,52,93,76,53,30.09,29.98,29.88,10,8,2,12,4,16,0.23,4,Rain,112<br />
2012-3-24,61,56,51,55,52,48,100,90,77,29.87,29.83,29.80,10,6,0,14,7,,0.07,8,Fog-Rain,68<br />
2012-3-25,72,61,51,54,48,28,100,73,34,30.06,29.92,29.86,10,7,2,14,6,23,0.01,5,,343<br />
2012-3-26,48,40,33,31,22,16,70,50,34,30.41,30.31,30.08,10,10,10,15,12,25,0.00,0,,38<br />
2012-3-27,51,38,26,35,25,14,75,55,41,30.40,30.22,29.87,10,10,10,15,6,21,0.00,1,,145<br />
2012-3-28,68,58,46,49,39,31,83,54,39,29.98,29.79,29.70,10,10,10,26,13,33,0.00,3,,278<br />
2012-3-29,46,42,37,31,29,27,73,62,53,30.16,30.10,29.99,10,10,10,14,9,24,0.00,7,,33<br />
2012-3-30,42,36,32,36,33,26,93,86,70,30.11,29.90,29.76,10,6,2,23,8,33,0.45,7,Rain,81<br />
2012-3-31,43,39,35,34,32,30,89,76,62,30.01,29.97,29.91,10,9,6,9,6,,0.00,8,,31<br />
2012-4-1,55,46,37,44,38,32,93,79,66,29.94,29.79,29.70,10,6,4,12,6,21,0.00,6,Rain,215<br />
2012-4-2,55,44,34,37,34,30,89,70,45,30.06,30.00,29.85,10,10,10,12,6,18,0.00,1,,77<br />
2012-4-3,66,50,36,50,40,30,85,73,60,30.06,29.95,29.83,10,10,4,16,4,21,0.14,4,Rain,68<br />
2012-4-4,62,52,42,46,34,25,79,54,29,29.96,29.92,29.88,10,10,10,14,6,20,0.00,0,,24<br />
2012-4-5,50,42,35,30,27,23,78,58,41,30.15,30.04,29.95,10,10,10,14,8,25,0.00,1,,37<br />
2012-4-6,59,44,30,30,24,22,70,48,27,30.30,30.24,30.17,10,10,10,12,7,,0.00,0,,17<br />
2012-4-7,63,45,27,35,28,25,100,66,24,30.34,30.26,30.14,10,7,1,9,1,20,0.00,0,,228<br />
2012-4-8,61,50,41,43,32,22,82,52,23,30.12,30.07,30.03,10,10,10,23,9,39,0.00,3,,297<br />
2012-4-9,62,47,34,39,27,18,86,50,24,30.03,29.90,29.83,10,10,10,24,11,34,0.00,1,,281<br />
2012-4-10,43,40,36,32,25,22,75,59,45,30.03,29.93,29.86,10,10,4,16,10,25,0.02,6,Snow,306<br />
2012-4-11,54,44,34,31,28,24,85,60,37,30.22,30.13,30.00,10,10,4,16,10,23,0.00,6,Snow,346<br />
2012-4-12,59,42,26,34,28,24,100,69,32,30.27,30.21,30.16,10,8,1,9,1,16,0.00,0,,320<br />
2012-4-13,62,44,27,36,31,26,96,63,29,30.28,30.22,30.13,10,9,2,9,2,,0.00,0,,170<br />
2012-4-14,62,50,39,55,47,33,88,77,63,30.12,29.99,29.91,10,10,8,15,6,22,0.04,7,Rain,203<br />
2012-4-15,78,66,55,62,56,54,100,84,48,29.91,29.84,29.77,10,5,0,14,6,24,0.59,7,Fog-Rain,193<br />
2012-4-16,69,57,46,61,49,35,88,65,47,30.13,29.80,29.65,10,10,7,33,17,48,0.02,4,Rain,227<br />
2012-4-17,57,44,34,35,33,30,89,61,43,30.37,30.30,30.17,10,10,10,9,6,17,0.00,0,,312<br />
2012-4-18,62,48,34,40,36,30,85,65,42,30.34,30.19,30.01,10,10,8,13,6,17,0.00,0,,126<br />
2012-4-19,72,58,43,52,47,40,89,63,45,30.00,29.94,29.86,10,10,10,13,4,,0.01,5,Rain,231<br />
2012-4-20,73,56,39,54,45,37,96,78,44,29.89,29.77,29.66,10,9,2,18,9,29,0.29,5,Rain,350<br />
2012-4-21,54,44,37,36,32,26,86,62,46,30.04,29.96,29.89,10,10,10,18,11,23,0.02,5,Rain,16<br />
2012-4-22,53,44,35,31,26,20,76,53,31,30.02,29.99,29.95,10,10,10,21,11,34,0.00,2,,28<br />
2012-4-23,57,47,37,25,18,11,57,35,18,29.94,29.76,29.62,10,10,2,25,15,39,0.00,0,,344<br />
2012-4-24,62,50,39,28,21,16,46,32,21,29.71,29.61,29.55,10,10,10,26,14,37,0.00,2,,319<br />
2012-4-25,64,47,30,48,36,28,96,64,31,29.83,29.79,29.73,10,10,10,10,3,,0.07,3,Rain,185<br />
2012-4-26,57,49,39,49,41,22,93,73,43,30.07,29.76,29.64,10,10,7,21,7,31,0.05,6,Rain,9<br />
2012-4-27,55,42,30,27,22,19,70,47,26,30.25,30.20,30.10,10,10,10,12,7,20,0.00,0,,348<br />
2012-4-28,45,39,33,38,31,24,89,68,53,30.28,30.23,30.19,10,10,10,10,7,,0.04,5,Rain,94<br />
2012-4-29,62,42,24,30,23,14,88,48,17,30.37,30.29,30.23,10,10,10,10,5,82,0.00,0,,85<br />
2012-4-30,55,48,43,52,42,19,97,78,33,30.22,30.02,29.90,10,7,1,8,5,,0.55,8,Rain,116<br />
2012-5-1,62,56,50,52,49,46,100,86,67,30.08,30.01,29.91,10,4,1,9,5,,0.03,7,Rain,300<br />
2012-5-2,82,66,51,66,56,48,94,80,51,29.98,29.92,29.84,10,7,2,21,6,32,0.00,5,,175<br />
2012-5-3,88,72,57,67,60,55,96,71,39,29.99,29.94,29.85,10,10,4,21,5,32,0.10,2,Rain,223<br />
2012-5-4,80,70,61,63,61,57,97,80,50,30.01,29.95,29.91,10,10,10,12,4,,0.07,5,Rain,49<br />
2012-5-5,71,63,55,54,52,49,83,75,53,30.11,30.03,29.96,10,10,10,12,7,,0.00,6,,59<br />
2012-5-6,70,61,52,49,41,35,83,51,32,30.12,30.07,30.00,10,10,10,10,4,,0.00,2,,105<br />
2012-5-7,64,58,51,58,51,36,90,81,42,29.99,29.87,29.80,10,6,4,8,5,,0.36,8,Rain,116<br />
2012-5-8,73,60,48,59,50,41,94,70,42,29.84,29.80,29.77,10,10,10,13,6,21,0.00,3,,307<br />
2012-5-9,66,54,43,47,45,41,93,74,47,29.86,29.80,29.77,10,10,10,18,6,26,0.10,6,Rain,309<br />
2012-5-10,64,52,41,43,35,30,82,56,28,30.01,29.93,29.86,10,10,10,15,6,22,0.00,0,,325<br />
2012-5-11,73,55,37,42,38,33,86,51,26,30.16,30.12,30.03,10,10,10,14,5,21,0.00,0,,259<br />
2012-5-12,73,56,43,58,50,40,90,70,50,30.22,30.19,30.16,10,10,5,13,3,,0.00,6,,272<br />
2012-5-13,69,59,50,58,51,45,94,78,52,30.25,30.19,30.11,10,7,2,12,3,,0.09,7,Rain,59<br />
2012-5-14,75,58,42,53,45,37,100,77,25,30.12,30.07,29.99,10,6,0,10,1,,0.00,0,Fog,3<br />
2012-5-15,82,61,41,50,44,40,96,58,26,30.01,29.93,29.83,10,10,10,16,4,21,0.00,0,,242<br />
2012-5-16,66,56,45,54,41,32,82,54,31,30.12,29.99,29.87,10,10,10,20,9,25,0.01,2,Rain,350<br />
2012-5-17,69,52,35,44,38,33,93,60,31,30.24,30.18,30.14,10,10,8,9,3,,0.00,0,,80<br />
2012-5-18,75,55,35,47,40,33,100,71,22,30.18,30.13,30.08,10,7,0,12,1,,0.00,0,Fog,132<br />
2012-5-19,84,63,42,53,46,42,100,64,25,30.16,30.12,30.09,10,8,1,9,1,,0.00,0,,150<br />
2012-5-20,87,67,48,57,51,46,100,63,31,30.16,30.11,30.00,10,8,1,13,3,20,0.00,0,,149<br />
2012-5-21,77,64,54,61,56,49,86,71,57,30.02,30.00,29.98,10,10,10,14,5,21,0.02,4,Rain,336<br />
2012-5-22,71,62,50,52,49,46,86,66,47,30.02,29.98,29.91,10,10,10,14,9,20,0.00,4,,357<br />
2012-5-23,79,59,41,55,47,39,94,74,36,29.96,29.92,29.86,10,7,0,10,1,,0.00,1,Fog,137<br />
2012-5-24,84,68,51,61,55,48,100,76,46,29.93,29.87,29.77,10,6,0,15,2,23,0.00,1,Fog,156<br />
2012-5-25,88,75,61,63,55,45,70,50,26,30.09,29.93,29.83,10,10,9,17,9,24,0.00,1,,261<br />
2012-5-26,73,66,59,58,53,47,90,66,47,30.29,30.19,30.10,10,9,1,12,6,32,0.31,3,Rain-Thunderstorm,59<br />
2012-5-27,82,71,60,62,58,52,83,65,50,30.14,30.05,29.94,10,10,10,20,5,28,0.00,1,,102<br />
2012-5-28,93,75,59,67,60,57,97,70,34,29.93,29.86,29.73,10,6,0,16,3,24,0.00,1,Fog-Thunderstorm,223<br />
2012-5-29,84,74,66,65,55,41,90,52,23,29.80,29.75,29.70,10,9,4,18,8,23,0.00,1,Thunderstorm,263<br />
2012-5-30,75,60,48,48,45,42,89,51,33,29.91,29.84,29.81,10,10,2,15,8,24,0.00,2,,316<br />
2012-5-31,63,56,48,48,46,44,90,68,55,30.01,29.95,29.86,10,10,6,10,6,20,0.12,7,Rain,52<br />
2012-6-1,57,52,48,54,50,45,94,88,80,29.85,29.63,29.55,10,6,2,17,10,26,0.15,8,Rain,355<br />
2012-6-2,73,60,46,48,43,36,87,60,25,29.72,29.68,29.65,10,10,9,26,14,33,0.00,4,,257<br />
2012-6-3,80,70,59,51,47,41,75,49,25,29.78,29.73,29.70,10,10,10,24,12,37,0.00,2,,277<br />
2012-6-4,73,60,48,51,48,46,93,63,42,29.92,29.84,29.77,10,10,8,16,7,25,0.00,2,,17<br />
2012-6-5,69,58,48,50,47,44,93,67,40,30.03,29.98,29.91,10,10,8,14,8,18,0.00,5,,47<br />
2012-6-6,78,59,41,51,44,39,100,77,27,30.08,30.03,30.00,10,5,0,13,1,16,0.00,0,Fog,356<br />
2012-6-7,82,62,44,50,46,43,100,66,27,30.09,30.06,30.01,10,7,0,15,4,22,0.00,0,Fog,313<br />
2012-6-8,86,68,51,53,46,41,80,46,25,30.06,30.00,29.92,10,10,10,14,6,21,0.00,1,,298<br />
2012-6-9,90,71,53,55,51,49,86,50,25,29.96,29.92,29.87,10,10,10,17,7,23,0.00,0,,255<br />
2012-6-10,91,70,51,56,53,50,94,56,27,30.04,30.00,29.95,10,9,2,12,3,18,0.00,0,,171<br />
2012-6-11,78,70,61,68,64,57,87,79,63,29.98,29.92,29.85,10,9,4,12,4,20,0.06,5,Rain,172<br />
2012-6-12,81,72,63,67,55,44,94,61,31,30.09,29.89,29.80,10,8,2,17,9,25,0.00,1,,289<br />
2012-6-13,75,62,50,49,43,39,74,51,29,30.21,30.17,30.11,10,10,10,12,7,16,0.00,0,,55<br />
2012-6-14,80,63,46,55,47,39,80,54,31,30.23,30.18,30.14,10,10,10,10,5,,0.00,0,,100<br />
2012-6-15,86,68,50,60,52,45,93,56,25,30.18,30.15,30.12,10,10,10,9,3,,0.00,0,,115<br />
2012-6-16,88,71,55,65,59,55,100,71,41,30.18,30.10,29.95,10,8,1,16,3,23,0.00,0,,135<br />
2012-6-17,82,69,55,68,64,54,93,77,48,29.94,29.87,29.81,10,7,1,10,4,20,0.31,5,Rain,260<br />
2012-6-18,82,66,51,67,58,48,100,85,54,29.92,29.86,29.80,10,6,0,23,2,38,0.51,1,Fog-Rain-Thunderstorm,182<br />
2012-6-19,95,82,72,67,65,62,71,55,37,30.01,29.95,29.88,10,10,10,15,8,22,0.00,0,,226<br />
2012-6-20,93,78,63,64,61,57,93,56,30,30.10,30.02,29.93,10,10,6,24,7,32,0.00,0,,228<br />
2012-6-21,93,80,66,68,63,60,87,63,37,29.97,29.89,29.81,10,10,5,21,8,33,0.01,2,Rain-Thunderstorm,264<br />
2012-6-22,84,70,57,62,56,48,100,66,30,29.98,29.95,29.91,10,8,0,16,4,23,0.01,1,Fog,324<br />
2012-6-23,82,66,50,59,52,47,100,77,30,30.05,30.02,29.99,10,6,0,12,1,69,0.00,0,Fog,191<br />
2012-6-24,88,74,63,60,57,54,84,56,35,30.04,29.96,29.88,10,10,10,12,3,83,0.00,4,,271<br />
2012-6-25,75,68,52,60,48,40,78,53,29,30.04,30.00,29.91,10,10,2,15,10,24,0.00,1,,20<br />
2012-6-26,82,62,43,49,45,41,97,53,28,30.07,30.01,29.95,10,10,10,14,4,18,0.00,0,,330<br />
2012-6-27,90,68,48,54,48,44,89,53,22,30.02,29.93,29.81,10,10,10,15,4,46,0.00,0,,242<br />
2012-6-28,102,78,57,73,62,52,81,55,37,29.86,29.76,29.68,10,10,9,17,4,24,0.00,0,,272<br />
2012-6-29,91,77,61,69,62,52,87,59,26,29.86,29.81,29.76,10,10,7,13,6,21,0.00,0,,294<br />
2012-6-30,93,77,61,63,61,57,87,55,35,29.84,29.80,29.75,10,10,10,14,5,23,0.00,0,,281<br />
2012-7-1,93,76,60,65,61,57,93,60,38,29.96,29.92,29.84,10,10,7,15,4,31,0.00,2,Thunderstorm,259<br />
2012-7-2,95,78,60,67,61,57,100,76,30,30.03,29.98,29.92,10,5,0,10,1,,0.00,1,Fog,185<br />
2012-7-3,89,77,66,73,69,64,94,76,55,29.94,29.88,29.79,10,7,1,28,3,38,0.00,1,Rain-Thunderstorm,132<br />
2012-7-4,102,83,66,72,67,64,97,71,32,29.88,29.85,29.80,10,6,2,17,4,24,0.00,0,,261<br />
2012-7-5,78,74,71,68,67,66,88,78,65,29.97,29.92,29.85,10,6,1,37,12,54,0.00,6,Rain-Thunderstorm,348<br />
2012-7-6,100,98,93,74,71,68,54,43,35,29.94,29.91,29.88,10,10,10,8,3,,0.00,0,,145<br />
2012-7-7,100,88,77,74,71,65,66,53,39,29.97,29.90,29.86,10,10,10,15,9,23,0.00,2,,339<br />
2012-7-8,86,74,64,63,59,55,94,62,37,30.04,30.01,29.97,10,9,1,14,6,21,0.00,4,Rain-Thunderstorm,20<br />
2012-7-9,87,68,55,64,58,55,100,79,42,30.07,30.04,29.99,10,6,0,13,1,,0.00,1,Fog,167<br />
2012-7-10,84,72,63,62,55,50,93,56,32,30.13,30.08,30.02,10,10,6,12,4,,0.00,2,,71<br />
2012-7-11,86,69,54,56,52,48,90,55,29,30.18,30.15,30.12,10,10,10,9,3,,0.00,1,,85<br />
2012-7-12,89,69,50,61,53,48,100,77,30,30.17,30.14,30.09,10,6,0,9,1,,0.00,0,Fog,102<br />
2012-7-13,91,75,59,66,61,57,100,74,33,30.14,30.12,30.06,10,6,0,13,2,32,0.00,0,Fog,163<br />
2012-7-14,90,73,57,69,62,55,100,72,40,30.13,30.08,30.01,10,8,0,8,2,,0.00,0,Fog,157<br />
2012-7-15,95,82,71,69,65,61,90,63,33,30.05,30.00,29.92,10,8,2,16,5,25,0.00,1,,259<br />
2012-7-16,97,80,64,67,63,57,90,56,26,30.01,29.94,29.84,10,10,7,10,5,16,0.00,0,,277<br />
2012-7-17,102,86,70,69,65,63,81,53,29,29.86,29.82,29.75,10,10,6,18,7,25,0.00,1,,271<br />
2012-7-18,90,82,73,70,67,65,88,69,45,30.01,29.93,29.83,10,9,2,12,5,,0.00,3,Rain-Thunderstorm,43<br />
2012-7-19,82,73,66,70,66,62,90,80,69,29.98,29.94,29.90,10,7,2,13,5,23,0.00,7,Rain,72<br />
2012-7-20,82,70,55,61,55,51,84,60,35,30.07,30.03,29.97,10,10,6,20,9,23,0.00,3,Rain,48<br />
2012-7-21,91,70,50,61,53,48,96,65,28,30.11,30.07,30.01,10,8,1,12,2,18,0.00,0,,265<br />
2012-7-22,93,76,62,66,62,58,90,59,37,30.09,30.05,30.01,10,10,8,15,7,22,0.00,2,,248<br />
2012-7-23,98,84,71,69,66,63,84,57,37,30.04,29.92,29.81,10,10,10,22,9,43,0.00,1,Rain,250<br />
2012-7-24,88,79,64,68,60,51,70,51,32,29.99,29.90,29.83,10,10,10,18,8,23,0.00,1,,342<br />
2012-7-25,91,69,48,72,57,46,93,58,37,29.99,29.85,29.62,10,10,10,14,5,25,0.00,0,,190<br />
2012-7-26,84,78,73,74,69,66,85,73,56,29.73,29.66,29.60,10,10,8,15,7,22,0.00,4,Rain-Thunderstorm,275<br />
2012-7-27,86,74,64,67,65,61,96,78,46,29.91,29.83,29.72,10,8,2,25,4,30,0.00,6,Rain-Thunderstorm,59<br />
2012-7-28,84,74,62,64,61,53,94,72,44,30.09,30.02,29.91,10,10,10,15,8,25,0.00,5,,6<br />
2012-7-29,82,65,59,57,55,52,93,67,35,30.13,30.08,30.02,10,7,1,7,1,46,0.00,1,,174<br />
2012-7-30,91,74,57,67,60,57,100,69,34,30.05,29.99,29.90,10,8,2,13,2,21,0.00,1,,183<br />
2012-7-31,89,76,64,65,63,61,93,68,44,29.97,29.89,29.84,10,10,7,18,7,29,0.00,3,Rain-Thunderstorm,303<br />
2012-8-1,87,74,57,63,58,52,93,60,31,29.94,29.91,29.88,10,10,10,10,5,,0.00,0,,353<br />
2012-8-2,93,72,52,65,59,51,97,63,30,29.91,29.88,29.83,10,10,10,10,2,16,0.00,0,,240<br />
